show_id,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,type,date_added_year
81154956,Transformers: Cyberverse,director desconhecido,"Sophia Isabella, Jeremy Levy, Jacob Tillman, Ryan Andes, Deanna McGovern, Dick Terhune",country desconhecido,2019-09-01,2018,TV-Y7,1 Season,kids' tv,optimus prime and the allspark are missing – and only a memory-scrambled bumblebee holds the key to finding them in this animated sci-fi series.,TV Show,2019
81158575,Uncle Naji in UAE,Ahmed Zain,"Ibrahim Almeirasi, Ahmed Saif, Alia Almannai, Mohamed Morshed, Mohamed Alkendi, Tariq Almuhairi",United Arab Emirates,2019-09-01,2019,TV-14,95 min,"comedies, international movies","two young yemeni business partners decide to go on vacation in the uae with a few local friends, but their fun trip soon turns terrifying.",Movie,2019
81065786,Used Goods,Mohamed Hamdy,"Mohamed Ragab, Ayten Amer, Hassan Abdulfattah",Egypt,2019-09-01,2018,TV-MA,95 min,"action & adventure, comedies, international movies","to evade greedy pharmaceutical crooks, a medical scientist disguises himself as a struggling salesman to protect his groundbreaking cancer research.",Movie,2019
70087541,You Don't Mess with the Zohan,Dennis Dugan,"Adam Sandler, John Turturro, Emmanuelle Chriqui, Nick Swardson, Lainie Kazan, Ido Mosseri, Rob Schneider, Dave Matthews, Michael Buffer, Charlotte Rae",United States,2019-09-01,2008,UR,113 min,"action & adventure, comedies",an israeli counterterrorism soldier with a secretly fabulous ambition to become a manhattan hairstylist will do anything to make his dreams come true.,Movie,2019
80226089,Luo Bao Bei,director desconhecido,"Hana Burnett, Natalia-Jade Jonathan, Leo Tang, Gok Wan, Ching-He Huang, Pik Sen Lim, David Yip","China, United Kingdom",2019-08-31,2018,TV-Y,1 Season,"british tv shows, kids' tv","a bright and spirited seven-year-old girl uses her vivid, dreamlike imagination to navigate everyday adventures alongside her real and imaginary bffs.",TV Show,2019
81034010,Back to School,"Rémy Four, Julien War","Ludovik, Jérôme Niel, Nicolas Berno, Johann Dionnet, Caroline Anglade, Joséphine Draï, Pauline Deshons, Marc Riso, Romain Lancry, Nicolas Lumbreras, Claire Tran, Pitcho Womba Konga",country desconhecido,2019-08-30,2019,TV-MA,84 min,"comedies, international movies","eager to flaunt their success in front of old bullies and teenage crushes, two best friends spend a wild night at their middle school reunion.",Movie,2019
80992137,CAROLE & TUESDAY,director desconhecido,"Miyuri Shimabukuro, Kana Ichinose, Akio Otsuka, Miyu Irino, Sumire Uesaka, Hiroshi Kamiya, Mamoru Miyano, Kenyu Horiuchi, Tomoko Miyadera, Takahiro Sakurai, Maaya Sakamoto, Hiroki Yasumoto",Japan,2019-08-30,2019,TV-MA,1 Season,"anime series, international tv shows, teen tv shows","part-timer carole meets rich girl tuesday, and each realizes they've found the musical partner they need. together, they just might make it.",TV Show,2019
81091381,Feo pero sabroso,Fernando Ayllón,"Iván Marín, Lina Cardona, Carlos Barbosa, Ana Cristina Botero, Karine Amaya, Fabiola Posada, Nelson Polanía, Andrea Carvajal, Rocío Tavera, Alberto Saavedra, Christian López, Jorge Herrera, Ricardo Quevedo",Colombia,2019-08-30,2018,TV-MA,91 min,"comedies, international movies","when an unattractive man gets engaged to a beautiful woman, their families oppose the union and the priest set to perform the ceremony is kidnapped.",Movie,2019
81141694,Mi amigo Alexis,Alejandro Fernández Almendras,"Luciano González, Alexis Sánchez, Daniel Muñoz, Ignacia Uribe, Marco Baeza, Manuela Oyarzún, Camilo Carmona, Alejandra Yañez, Lorna Campos, Gustavo Becerra",Chile,2019-08-30,2019,TV-PG,102 min,"children & family movies, comedies, dramas","when a young soccer fan and his idol forge an unexpected friendship, the connection teaches them both lessons about life and their love of the game.",Movie,2019
80211492,Mighty Little Bheem,director desconhecido,cast desconhecido,country desconhecido,1900-01-01,2019,TV-Y,2 Seasons,"kids' tv, tv comedies",an innocent toddler’s boundless curiosity – and extraordinary might – lead to mischief and adventure in his small indian town.,TV Show,1900
80204364,Styling Hollywood,director desconhecido,"Jason Bolden, Adair Curtis",country desconhecido,2019-08-30,2019,TV-14,1 Season,reality tv,"whether styling superstars or elevating a-list homes, couple jason bolden and adair curtis of jsn studio connect famous clientele with the chicest looks.",TV Show,2019
80196382,The A List,director desconhecido,"Lisa Ambalavanar, Ellie Duckles, Savannah Baker, Cian Barry, Eleanor Bennett, Jacob Dudman, Rosie Dwyer, Jack Kane, Max Lohan, Nneka Okoye, Micheal Ward, Georgina Sadler, Indianna Ryan",United Kingdom,2019-08-30,2018,TV-PG,1 Season,"british tv shows, international tv shows, tv dramas","romance, rivalry and radical mystery collide as a group of teens attend a remote island sleepaway camp in this suspenseful, supernatural drama.",TV Show,2019
80148535,The Dark Crystal: Age of Resistance,director desconhecido,"Taron Egerton, Nathalie Emmanuel, Anya Taylor-Joy, Donna Kimball, Mark Hamill, Simon Pegg, Helena Bonham Carter, Lena Headey, Alicia Vikander, Awkwafina, Gugu Mbatha-Raw, Benedict Wong, Caitriona Balfe, Natalie Dormer, Harvey Fierstein, Andy Samberg, Ralph Ineson, Jason Isaacs, Eddie Izzard, Theo James, Hannah John-Kamen, Toby Jones, Keegan-Michael Key, Mark Strong, Sigourney Weaver, Ólafur Darri Ólafsson","United Kingdom, United States",2019-08-30,2019,TV-PG,1 Season,"tv action & adventure, tv dramas, tv sci-fi & fantasy","as power-hungry overlords drain life from the planet thra, a group of brave gelfling unite on a quest to save their world and fight off the darkness.",TV Show,2019
80999091,The Good Bandit,director desconhecido,"Diego Vásquez, Carolina Acevedo, Norma Nivia, Ana María Arango, Álvaro Bayona, Katherine Porto, Tiberio Cruz, Felipe Calero, Jimena Durán, Andrés Toro, Sebastián Sánchez, Isabella Barragán",Colombia,2019-08-30,2018,TV-MA,1 Season,"crime tv shows, international tv shows, spanish-language tv shows","a near-death experience spurs a feared drug lord to leave behind his life of crime and infidelity, to the disbelief of everyone close to him.",TV Show,2019
80063224,The Great British Baking Show,Andy Devonshire,"Mel Giedroyc, Sue Perkins, Mary Berry, Paul Hollywood",United Kingdom,1900-01-01,2019,TV-PG,7 Seasons,"british tv shows, reality tv","a talented batch of amateur bakers face off in a 10-week competition, whipping up their best dishes in the hopes of being named the u.k.'s best.",TV Show,1900
80063599,True and the Rainbow Kingdom,director desconhecido,"Michela Luci, Jamie Watson, Anna Claire Bartlam, Dante Zee, Eric Peterson",Canada,1900-01-01,2019,TV-Y,3 Seasons,kids' tv,"when something's wrong in the rainbow kingdom, bighearted guardian true and her best friend, bartleby, are there to grant wishes and save the day.",TV Show,1900
80209658,Unbridled,Jota Linares,"Natalia de Molina, Daniel Grao, Natalia Mateo, Ignacio Mateos, Borja Luna, Mario Tardón, Mariana Cordero",Spain,2019-08-30,2018,TV-MA,100 min,"international movies, thrillers","desperate to keep her husband’s secret, a devoted politician’s wife struggles to stave off threats that could ruin their promising new life.",Movie,2019
81167494,Expo,Joseph Mbah,"Derek Davenport, Amelia Haberman, Shepsut Wilson, Titus Covington, Hayley Vrana, Michael Alvarez, Richard Lippert, Alfoniso Lopez",United States,2019-08-29,2019,TV-14,81 min,"action & adventure, dramas, independent movies","mistakenly accused of kidnapping, a veteran soldier leaves a trail of broken bad guys in his wake as he tries to rescue a teen sex trafficking victim.",Movie,2019
80999781,Falling Inn Love,Roger Kumble,"Christina Milian, Adam Demos, Jeffrey Bowyer-Chapman, Anna Jullienne, Claire Chitham, Blair Strang, Jonathan Martin, William Walker, Daniel Watterson, Simone Walker",United States,2019-08-29,2019,TV-PG,98 min,"comedies, romantic movies","when a san francisco exec wins a new zealand inn, she ditches city life to remodel and flip the rustic property with help from a handsome contractor.",Movie,2019
80997400,Kardec,Wagner de Assis,"Leonardo Medeiros, Sandra Corveloni, Genezio de Barros, Guilherme Piva, Leonardo Franco, Dalton Vigh, Charles Baudin, Julia Konrad",Brazil,2019-08-29,2019,TV-14,110 min,"dramas, faith & spirituality, international movies","in catholic 19th-century france, professor léon rivail attends a séance and is moved to found spiritism, putting him in the authorities' sights.",Movie,2019
70292992,Starred Up,David Mackenzie,"Jack O'Connell, Ben Mendelsohn, Rupert Friend, Sam Spruell, Anthony Welsh, David Ajala, Peter Ferdinando, Gershwyn Eustache Jnr, Ashley Chin, Raphael Sowole, Gilly Gilchrist, Tommy McDonnell",United Kingdom,2019-08-29,2013,TV-MA,106 min,"dramas, independent movies, international movies","a british juvenile offender's violent temper gets him transferred to an adult prison, where he encounters his estranged father.",Movie,2019
80198991,Workin' Moms,director desconhecido,"Catherine Reitman, Dani Kind, Juno Rinaldi, Jessalyn Wanlim, Philip Sternberg, Ryan Belleville, Olunike Adeliyi, Dennis Andres, Katherine Barrell, Sarah McVie, Peter Keleghan",Canada,1900-01-01,2019,TV-MA,3 Seasons,"international tv shows, tv comedies","maternity leave is over and it's time for these four moms to return to work while navigating kids, bosses, love and life in modern-day toronto.",TV Show,1900
81029611,Droppin' Cash: Los Angeles,director desconhecido,cast desconhecido,United States,1900-01-01,2019,TV-MA,2 Seasons,reality tv,this complex series follows the paper trail of musicians and athletes in los angeles as they blow through stacks on the finer things in life.,TV Show,1900
81046796,Travis Scott: Look Mom I Can Fly,White Trash Tyler,Travis Scott,United States,2019-08-28,2019,TV-MA,85 min,"documentaries, music & musicals","while crafting his grammy-nominated album ""astroworld,"" travis scott juggles controversy, fatherhood and career highs in this intimate documentary.",Movie,2019
80121349,Van Helsing,director desconhecido,"Kelly Overton, Jonathan Scarfe, Christopher Heyerdahl, Paul Johansson, David Cubitt, Tim Guinee",United States,1900-01-01,2018,TV-MA,3 Seasons,"international tv shows, tv action & adventure, tv dramas","after three years in a coma, vanessa awakens to a world ravaged by vampires. now, she and a motley band of fellow survivors fight to stay alive.",TV Show,1900
81004322,Million Pound Menu,director desconhecido,cast desconhecido,United Kingdom,1900-01-01,2019,TV-MA,2 Seasons,"british tv shows, international tv shows, reality tv",next-gen restaurateurs get the chance to open their own pop-up eateries to impress the paying public – and a panel of discerning u.k. investors.,TV Show,1900
80113701,The Good Place,director desconhecido,"Kristen Bell, Ted Danson, William Jackson Harper, Jameela Jamil, D'Arcy Carden, Manny Jacinto",United States,1900-01-01,2018,TV-14,3 Seasons,tv comedies,"due to an error, self-absorbed eleanor shellstrop arrives at the good place after her death. determined to stay, she tries to become a better person.",TV Show,1900
81140577,Dave Chappelle: Sticks & Stones,Stan Lathan,Dave Chappelle,United States,2019-08-26,2019,TV-MA,66 min,stand-up comedy,"dave chappelle takes on gun culture, the opioid crisis and the tidal wave of celebrity scandals in a defiant stand-up special filmed in atlanta.",Movie,2019
81003736,One Last Thing,Tim Rouhana,"Wendell Pierce, Jurnee Smollett-Bell, Joanne Froggatt, April Billingsley, Elizabeth Ludlow, David Kronawitter, Adora Dei, Eric Mendenhall, Ed Amatrudo, Kate Kovach",United States,2019-08-25,2018,TV-MA,92 min,dramas,"after 25 years of searching, a lonely dentist finds his long-lost daughter but learns that she suffers from a rare medical condition.",Movie,2019
81036530,Drink Drank Drunk,Yeung Yat-Tak,"Carlos Chan, Ken Hung, Deep Ng, Michelle Wai, Yee Tong, Felix Lok, Kin-Yan Lee",Hong Kong,2019-08-24,2016,TV-MA,92 min,"comedies, international movies","too hungover to report as a witness in a criminal trial the day after his birthday party, a young man and his pals do some unexpected soul-searching.",Movie,2019
81145277,Fanatic,Keith L. Smith,"Denyce Lawton, Hosea Chanchez, Michelle Mitchenor, Darius McCrary, Shawne Merriman, Sticky Fingaz, Miguel A. Núñez Jr., Masika Kalysha, Zac Titus",United States,2019-08-24,2019,TV-14,91 min,thrillers,"when a successful young rap star has an affair with an obsessive fan, his life is turned upside down when she kidnaps him.",Movie,2019
80117470,13 Reasons Why,director desconhecido,"Dylan Minnette, Katherine Langford, Kate Walsh, Derek Luke, Brian d'Arcy James, Alisha Boe, Christian Navarro, Miles Heizer, Ross Butler, Devin Druid, Michele Selene Ang, Steven Silver, Amy Hargreaves",United States,1900-01-01,2019,TV-MA,3 Seasons,"crime tv shows, tv dramas, tv mysteries","after a teenage girl's perplexing suicide, a classmate receives a series of tapes that unravel the mystery of her tragic choice.",TV Show,1900
80996791,13 Reasons Why: Beyond the Reasons,director desconhecido,"Dylan Minnette, Katherine Langford, Kate Walsh, Derek Luke, Alisha Boe, Justin Prentice, Brandon Flynn, Miles Heizer, Christian Navarro, Brian Yorkey, Tom McCarthy, Selena Gomez, Mandy Teefey, Jay Asher, Dr. Rona Hu, Dr. Helen Hsu, Dr. Rebecca Hedrick, Alexis Jones, Elaine Welteroth, Julia Bicknell, Dr. Christine Moutier, Nic Sheff, Carrie Goldberg, Anne Winters, Joy Gorman, Brandon Butler, Marissa Jo Cerar, Susanne Timms",United States,1900-01-01,2019,TV-MA,3 Seasons,"crime tv shows, docuseries","cast members, writers, producers and mental health professionals discuss some of the difficult issues and themes explored in ""13 reasons why.""",TV Show,1900
80200027,HERO MASK,director desconhecido,"Yasuyuki Kase, Yuhko Kaida, Junpei Morita, Kentaro Takano, Kouki Uchiyama, Yutaka Aoyama, Takayuki Sugo, Yutaka Nakano, Haruka Shibuya, Tomoyuki Shimura, Yuichi Karasuma, Yukiyo Fujii, Fuminori Komatsu, Tomoko Miyadera",country desconhecido,1900-01-01,2019,TV-14,2 Seasons,"anime series, crime tv shows, international tv shows","after a rash of mysterious deaths, crown prosecutor sarah sinclair and ssc agent james blood discover a conspiracy surrounding uncanny new bio-masks.",TV Show,1900
81155859,Kaake Da Viyah,Rai Yuvraj Bains,"Priti Sapru, Nirmal Rishi, Jordan Sandhu, Prabh Grewal, Karamjit Anmol, Harby Sangha, Gurmeet Sajan, Prince Kanwaljit Singh",India,2019-08-23,2019,TV-PG,133 min,"comedies, dramas, international movies","in this zany comedy, a man is torn between the girl he loves and the respective women his warring mother and grandmother have chosen for him to marry.",Movie,2019
81155858,Marriage Palace,Sunil Thakur,"Sharry Mann, Payal Rajput, Jaswinder Bhalla, B.N. Sharma, Harby Sangha, Nirmal Rishi, Anita Devgan, Rupinder Roopi",India,2019-08-23,2018,TV-14,135 min,"comedies, international movies","after a young man charms the girl he loves into accepting his proposal, an accidental swap on their wedding day leads him to marry the wrong bride.",Movie,2019
81147910,Mayday Life,Muh Chen,"Mayday, Huang Bo, Tony Leung Ka-fai","China, Taiwan",2019-08-23,2019,TV-PG,120 min,"international movies, music & musicals",mayday's life tour concert unfolds as five fading superheroes are summoned to save the world from an extraterrestrial enemy that detests sound.,Movie,2019
80203254,Rust Valley Restorers,director desconhecido,"Mike Hall, Michael Daingerfield",Canada,2019-08-23,2019,TV-14,1 Season,"international tv shows, reality tv","old-school auto collector mike hall, his pal avery shoaf and son connor hall go the extra mile to restore retro cars – and hopefully turn a profit.",TV Show,2019
81155802,Saavat,Saurabh Sinha,"Smita Tambe, Milind Shirole, Shwetambari Ghute, Shitanshu Kumar Sharad, Nishikant Rawji, Sanjivani Khanvilkar",India,2019-08-23,2019,TV-14,118 min,"dramas, independent movies, international movies","in rural india, a detective's investigation of seven confounding suicides uncovers revelations about the myths and mindsets of the rest of the village.",Movie,2019
70285728,The Congress,Ari Folman,"Robin Wright, Harvey Keitel, Jon Hamm, Paul Giamatti, Kodi Smit-McPhee, Danny Huston, Sami Gayle, Michael Stahl-David, Michael Landes, Sarah Shahi","Israel, Germany, Poland, Luxembourg, Belgium, France, United States",2019-08-23,2013,TV-MA,123 min,"dramas, international movies, sci-fi & fantasy",actress robin wright plays herself in this surreal drama about a film star who agrees to have her digital image recorded for reuse in future films.,Movie,2019
80168068,Love Alarm,director desconhecido,"Kim So-hyun, Jung Ga-ram, Song Kang, Ko Min-si, Z. Hera, Shin Seung-ho, Lee Jae-eung, Song Sun-mi",country desconhecido,2019-08-22,2019,TV-MA,1 Season,"international tv shows, korean tv shows, romantic tv shows","in a world where an app alerts people if someone in the vicinity likes them, kim jojo experiences young love while coping with personal adversities.",TV Show,2019
81090071,American Factory,"Steven Bognar, Julia Reichert",cast desconhecido,United States,2019-08-21,2019,TV-14,110 min,documentaries,"in this documentary, hopes soar when a chinese company reopens a shuttered factory in ohio. but a culture clash threatens to shatter an american dream.",Movie,2019
81151880,Game Over (Hindi Version),Ashwin Saravanan,"Taapsee Pannu, Vinodhini, Parvathi T, Ramya Subramanian, Sanchana Natarajan, Anish Kuruvilla, David Solomon Raja","India, Turkey",2019-08-21,2019,TV-MA,98 min,"horror movies, international movies, thrillers","as a series of murders hit close to home, a video game designer with post-traumatic stress must confront her demons, or risk becoming their victim.",Movie,2019
81151877,Game Over (Tamil Version),Ashwin Saravanan,"Taapsee Pannu, Vinodhini, Parvathi T, Ramya Subramanian, Sanchana Natarajan, Anish Kuruvilla, David Solomon Raja","India, Turkey",2019-08-21,2019,TV-MA,98 min,"horror movies, international movies, thrillers","as a series of murders hit close to home, a video game designer with post-traumatic stress must confront her demons, or risk becoming their victim.",Movie,2019
81151878,Game Over (Telugu Version),Ashwin Saravanan,"Taapsee Pannu, Vinodhini, Parvathi T, Ramya Subramanian, Sanchana Natarajan, Anish Kuruvilla, David Solomon Raja","India, Turkey",2019-08-21,2019,TV-MA,98 min,"horror movies, international movies, thrillers","as a series of murders hit close to home, a video game designer with ptsd must confront her demons, or risk becoming their victim.",Movie,2019
80189648,Hyperdrive,director desconhecido,"Rutledge Wood, Mike Hill, Michael Bisping, Lindsay Czarniak",United States,2019-08-21,2019,TV-PG,1 Season,reality tv,"elite street racers from around the world test their limits in supercharged custom cars on the biggest, baddest automotive obstacle course ever built.",TV Show,2019
81144912,The Girl Allergic to Wi-Fi,Jun Lana,"Sue Ramirez, Jameson Blake, Markus Paterson, Angellie Saño",Philippines,2019-08-21,2018,TV-MA,104 min,"international movies, romantic movies","when an internet-obsessed teen develops a rare illness that forces her to move to a remote town, she must navigate her relationships without technology.",Movie,2019
60021787,Gangs of New York,Martin Scorsese,"Leonardo DiCaprio, Daniel Day-Lewis, Cameron Diaz, Jim Broadbent, John C. Reilly, Henry Thomas, Liam Neeson, Brendan Gleeson, Gary Lewis, Stephen Graham","United States, Italy",2019-08-20,2002,R,167 min,dramas,"in the crime-ridden slums of new york in the 1860s, vengeful orphan amsterdam vallon joins the cutthroat gang of his father's killer, bill the butcher.",Movie,2019
81082125,Our Planet - Behind The Scenes,director desconhecido,David Attenborough,United Kingdom,2019-08-20,2019,TV-G,63 min,documentaries,years spent recording footage of creatures from every corner of the globe is bound to produce a bit of drama. here's a behind-the-scenes look.,Movie,2019
81045860,Simon Amstell: Set Free,Julia Knowles,Simon Amstell,country desconhecido,2019-08-20,2019,TV-MA,52 min,stand-up comedy,"honest, introspective comic simon amstell digs deep and delivers a uniquely vulnerable stand-up set on love, ego, intimacy and ayahuasca.",Movie,2019
81040407,45 rpm,director desconhecido,"Carlos Cuevas, Guiomar Puerta, Iván Marcos, Israel Elejalde, Eudald Font, Luis Larrodera, Carmen Gutiérrez, Diana Gómez, Vito Sanz, Marina San José, Pere Ponce, Joan Pera",Spain,2019-08-16,2019,TV-MA,1 Season,"international tv shows, romantic tv shows, spanish-language tv shows","in 1960s madrid, music producer guillermo rojas launches a rock 'n' roll label with the help of aspiring singer robert and clever producer maribel.",TV Show,2019
81106517,Apache: The Life of Carlos Tevez,director desconhecido,"Balthazar Murillo, Vanesa González, Alberto Ajaka, Sofía Gala Castiglione, Patricio Contreras, Matías Recalt, Osqui Guzmán, Roberto Vallejos, Diego Gallardo",Argentina,2019-08-16,2019,TV-MA,1 Season,"crime tv shows, international tv shows, spanish-language tv shows",this gritty dramatization of the life of carlos tevez shows his rise to soccer stardom amid the harrowing conditions in argentina's fuerte apache.,TV Show,2019
81026915,Better Than Us,director desconhecido,"Paulina Andreeva, Kirill Käro, Aleksandr Ustyugov, Olga Lomonosova, Eldar Kalimulin, Vitaliya Kornienko, Vera Panfilova, Aleksandr Kuznetsov, Fyodor Lavrov, Sergey Sosnovskiy, Kirill Polukhin, Pavel Vorontsov",Russia,2019-08-16,2019,TV-MA,1 Season,"crime tv shows, international tv shows, tv dramas","a family on the brink of splitting up become the owners of a cutting-edge robot being sought by a corporation, homicide investigators and terrorists.",TV Show,2019
70304252,Blue Exorcist,director desconhecido,"Nobuhiko Okamoto, Jun Fukuyama, Kana Hanazawa, Kazuya Nakai, Koji Yusa, Yuki Kaji, Eri Kitamura, Ayahi Takagaki, Rina Satou, Daisuke Ono, Ryotaro Okiayu, Tetsuya Kakihara, Hiroshi Kamiya, Keiji Fujiwara, Hiroaki Hirata, Jin Urayama, Katsuyuki Konishi, Kisho Taniyama, M・A・O, Kazuhiro Yamaji, Hideyuki Tanaka, Masaki Terasoma, Naomi Shindo",Japan,2019-08-16,2011,TV-14,1 Season,"anime series, international tv shows","determined to throw off the curse of being satan's illegitimate son, rin enters the true cross academy to become an exorcist, just like his mentor.",TV Show,2019
80201543,Diagnosis,director desconhecido,Lisa Sanders,United States,2019-08-16,2019,TV-14,1 Season,"docuseries, science & nature tv",dr. lisa sanders crowdsources diagnoses for mysterious and rare medical conditions in a documentary series based on her new york times magazine column.,TV Show,2019
81092330,For Love or Money,Mark Murphy,"Robert Kazinsky, Samantha Barks, Ed Speleers, Tony Way, Rachel Hurd-Wood, Ivan Kaye, Anna Chancellor, David Hargreaves, Tanya Reynolds",United Kingdom,2019-08-16,2019,TV-MA,95 min,comedies,"when a goofy but likable millionaire discovers his fiancée’s plan to steal his wealth, he devises an unromantic scheme to make her life a living hell.",Movie,2019
80205594,Green Frontier,director desconhecido,"Juana del Río, Ángela Cano, Miguel Dionisio Ramos, Nelson Camayo, Bruno Clairefond, Marcela Mar, Andrés Crespo, John Narváez, Edwin Morales, Karla López, Antonio Bolívar",Colombia,2019-08-16,2019,TV-MA,1 Season,"crime tv shows, international tv shows, spanish-language tv shows","when a young bogotá-based detective gets drawn into the jungle to investigate four femicides, she uncovers magic, an evil plot and her own true origins.",TV Show,2019
70204989,Gunslinger Girl,director desconhecido,"Yuuka Nanri, Kanako Mitsuhashi, Eri Sendai, Ami Koshimizu, Hidenobu Kiuchi, Mitsuru Miyamoto, Masashi Ebara, Norihiro Inoue, Rie Nakagawa, Masami Iwasaki, Laura Bailey, Luci Christian, Caitlin Glass, Alese Johnson, Monica Rial, Jerry Jewell, Stephanie Young, Mike McFarland",Japan,1900-01-01,2008,TV-14,2 Seasons,"anime series, crime tv shows","on the surface, the social welfare agency appears to help orphaned schoolgirls, but it's actually turning them into lethal agents.",TV Show,1900
81091957,Invader Zim: Enter the Florpus,director desconhecido,"Richard Steven Horvitz, Rikki Simons, Andy Berman, Melissa Fahn, Rodger Bumpass, Jhonen Vasquez, Wally Wingert, Kevin McDonald, Olivia d'Abo, Eric Bauza","South Korea, United States",2019-08-16,2019,TV-Y7-FV,72 min,"children & family movies, comedies, sci-fi & fantasy","when zim reappears to begin the next phase of his evil alien plan to conquer earth, his nemesis dib membrane sets out to unmask him once and for all.",Movie,2019
80114855,MINDHUNTER,director desconhecido,"Jonathan Groff, Holt McCallany, Anna Torv, Cotter Smith, Hannah Gross",United States,1900-01-01,2019,TV-MA,2 Seasons,"crime tv shows, tv dramas, tv mysteries",in the late 1970s two fbi agents expand criminal science by delving into the psychology of murder and getting uneasily close to all-too-real monsters.,TV Show,1900
81003033,QB1: Beyond the Lights,director desconhecido,cast desconhecido,United States,1900-01-01,2019,TV-14,3 Seasons,docuseries,this riveting series follows three star high school quarterbacks as they play their final season before moving on to division i college football.,TV Show,1900
80021840,Selfless,Tarsem Singh,"Ryan Reynolds, Natalie Martinez, Matthew Goode, Ben Kingsley, Victor Garber, Derek Luke, Michelle Dockery, Melora Hardin, Brendan McCarthy, Sam Page",United States,2019-08-16,2015,PG-13,117 min,"sci-fi & fantasy, thrillers","a dying tycoon has his consciousness transplanted into the body of a healthy young man, only to make a troubling discovery about the body's origin.",Movie,2019
80231419,Sextuplets,Michael Tiddes,"Marlon Wayans, Bresha Webb, Michael Ian Black, Glynn Turman, Molly Shannon, Debbi Morgan",United States,2019-08-16,2019,TV-14,100 min,comedies,"when a dad-to-be learns he's actually a sextuplet, he sets off on a wild journey to meet his long-lost family. marlon wayans stars as all six siblings.",Movie,2019
81006335,Super Monsters Back to School,director desconhecido,"Elyse Maloway, Vincent Tong, Erin Matthews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Gigi Saul Guerrero, Ian James Corlett, Britt McKillip, Kathleen Barr",Canada,2019-08-16,2019,TV-Y,24 min,children & family movies,"the super monsters welcome vida to her new home in pitchfork pines with a tour of their favorite places, then help her through her first day at school.",Movie,2019
81175361,The King's Avatar,director desconhecido,"Yang Yang, Jiang Shuying, Lai Yumeng, Li Muchen, Lai Yi, Fan Jinwei, Jiang Long, Sun Ning, Li Junchen, Zhao Chulun, Liu Qiushi, Jiang Xueming, Liang Yimu, Yang Tindong, Gao Hanyu, Kuang Muye, Ji Xiangning, Hao Shuai, Song Hanyu, Gu Youming",China,2019-08-16,2019,TV-14,1 Season,"international tv shows, tv action & adventure, tv dramas","when an elite gamer is forced out of his professional team, he becomes a manager of an internet café and reinvents himself to return to online glory.",TV Show,2019
80235578,The Little Switzerland,Kepa Sojo,"Jon Plazaola, Maggie Civantos, Ingrid García Jonsson, Lander Otaola, Secun de la Rosa, Ramón Barea, Maribel Salas, Mikel Losada, Pepe Rapazote, Enrique Villén, Kandido Uranga, Anabela Teixeira, Karra Elejalde, Antonio Resines",Spain,2019-08-16,2019,TV-MA,86 min,"comedies, international movies",the discovery of the tomb of william tell’s son in a town in the basque country spurs the village's cantankerous citizens to lobby for swiss annexation.,Movie,2019
81078331,Victim Number 8,director desconhecido,"César Mateo, María de Nati, Verónika Moral, Iñaki Ardanaz, Farah Hamed, Lisi Linder, Khaled Kouka, Óscar Zafra, Jesús Ruyman, Alfonso Torregrosa, Itziar Lazkano, Son Khoury, Youssef Bougarouane, Marcial Álvarez",Spain,2019-08-16,2018,TV-MA,1 Season,"international tv shows, spanish-language tv shows, tv action & adventure",no one can be trusted after a terrorist bombing in bilbao kills seven and destroys the lives of the suspected jihadi and everyone around him.,TV Show,2019
80195357,Cannon Busters,director desconhecido,"Yoshitsugu Matsuoka, Hinaki Yano, Shiori Izawa, Junji Majima, Yosuke Akimoto, Nobuyuki Hiyama, Takaya Kuroda, Katsuhisa Houki, Taro Yamaguchi, Junko Minagawa, Tomomi Maruyama","United States, Japan",2019-08-15,2019,TV-MA,1 Season,"anime series, international tv shows",immortal renegade philly the kid and his transforming pink cadillac join a relentlessly upbeat friendship droid on her quest to find a missing prince.,TV Show,2019
81154987,Chhota Bheem Kungfu Dhamaka,"Rajiv Chilaka, Binayak Das","Sonal Kaushal, Rupa Bhimani, Jigna Bharadhwaj, Sabina Malik, Julie Tejwani, Rajesh Kava, Vaibhav Thakkar, Samriddhi Shuklaa, Aditya Raj Sharma, Vinod Kulkarni",India,2019-08-15,2019,TV-Y7-FV,112 min,children & family movies,chhota bheem is in china for a martial arts competition but his real challenge: to save the emperor’s daughter from being kidnapped by the villain zuhu!,Movie,2019
80115328,Sacred Games,"Vikramaditya Motwane, Anurag Kashyap","Saif Ali Khan, Nawazuddin Siddiqui, Radhika Apte, Neeraj Kabi, Jitendra Joshi","India, United States",1900-01-01,2019,TV-MA,2 Seasons,"crime tv shows, international tv shows, tv dramas","a link in their pasts leads an honest cop to a fugitive gang boss, whose cryptic warning spurs the officer on a quest to save mumbai from cataclysm.",TV Show,1900
